"submission_id","post_id","participant_id","severity","confidence","in_group","honey","copied","time_taken","created_at"
"68e033e2f007d15cd84146f8","noq7oy","65298aca34ac384b783169d4","4","high","true","false","false","46","2025-10-03 22:23:15.487378+00"
"68e049ded97040b1cffde74e","14t1qjr","620bdf2aa922fc3f247f706b","2","high","true","false","false","13","2025-10-03 22:27:18.590066+00"
"68e04866767ffa42beec7304","20bgso","65983c420d89145cbdb05468","0","high","false","false","false","9","2025-10-03 22:29:01.747329+00"
"68e04866767ffa42beec7304","32d8mt","65983c420d89145cbdb05468","0","high","false","false","false","13","2025-10-03 22:29:01.752977+00"
"68e04866767ffa42beec7304","1fhte18","65983c420d89145cbdb05468","0","low","false","false","false","46","2025-10-03 22:29:01.765323+00"
"68e04866767ffa42beec7304","tw4ozx","65983c420d89145cbdb05468","4","high","false","false","false","24","2025-10-03 22:29:01.782702+00"
"68df1e89ef206ae541b2ebd9","1vazb1","66e9bdb86f599f239c1ea24e","0","high","false","false","false","43","2025-10-03 01:48:00.971733+00"
"68df1e89ef206ae541b2ebd9","ad1e4j","66e9bdb86f599f239c1ea24e","3","high","false","false","false","62","2025-10-03 01:48:00.986319+00"
"68df20776ad700aa3a911537","2ivt30","670da3fd0b8a2f7a542a2b24","4","low","false","false","false","58","2025-10-03 01:49:11.884051+00"
"68df20776ad700aa3a911537","2wbos9","670da3fd0b8a2f7a542a2b24","4","low","false","false","false","40","2025-10-03 01:49:11.890023+00"
"68df20776ad700aa3a911537","5muorl","670da3fd0b8a2f7a542a2b24","4","high","false","false","false","14","2025-10-03 01:49:11.8935+00"
"68df20776ad700aa3a911537","rkf6ot","670da3fd0b8a2f7a542a2b24","4","low","false","false","false","12","2025-10-03 01:49:11.89676+00"
"68df20776ad700aa3a911537","ukggs0","670da3fd0b8a2f7a542a2b24","4","high","false","false","false","25","2025-10-03 01:49:11.896856+00"
"68df20776ad700aa3a911537","ndmycv","670da3fd0b8a2f7a542a2b24","4","low","false","false","false","30","2025-10-03 01:49:11.901485+00"
